class,E_file,CreationYear,SizeOfInitializedData,DllCharacteristics,MajorImageVersion,CheckSum
0,4.15818412,2010,24576,0,0,0
1,7.453999086,2011,71168,32768,0,58102
0,5.20902377,2009,20480,0,0,115687
0,5.981046518,2009,3584,320,6,23735
0,7.999642122,2005,6144,33792,5,10378896
0,7.976343911,2013,54784,32768,6,2387311
0,7.053046059,2012,431104,33088,6,988613
1,7.015338935,2011,93696,32768,0,0
0,5.592226946,2008,28672,0,0,130664
1,7.634602117,2010,85504,1088,0,96695
0,6.618136801,2012,242688,33088,6,359419
0,6.559186881,2009,72192,33088,6,340136
0,6.27223259,2012,13312,33088,6,117735
1,7.623580272,2010,88576,1088,0,121953
1,7.915573957,2011,9216,0,0,381885
1,7.613028806,2011,4096,0,0,72675
1,6.914474927,2011,64000,34112,0,0
1,7.591879971,1992,105984,0,0,0
0,6.268655123,2012,243200,33216,6,804800
0,5.760392844,2012,298496,320,6,826516
0,6.74471065,2012,138752,33088,6,326756
0,3.18462405,2010,3112960,33088,0,3491948
0,5.875916555,2012,23040,33088,6,102713
0,5.134503649,2012,17408,33088,6,63332
0,6.56331736,2003,154624,0,7,1069889
0,4.913281212,1999,5120,0,0,51447
1,7.414885125,2014,123392,256,0,363073
0,6.227469252,2012,5120,0,0,60586
0,7.556443175,2007,147456,0,0,5372354
0,5.095731736,2006,77824,0,0,148070
1,7.624067278,2010,88576,1088,0,149387
1,7.567391338,2005,121856,0,0,0
1,6.991439041,2011,13312,0,0,55537
0,6.414377224,2012,15360,33088,6,120585
0,6.342961156,2012,92160,0,0,282795
0,6.224636309,2011,363520,0,0,1061824
1,7.082242402,2007,1382912,32768,0,0
0,6.263058352,2012,28160,33088,6,214592
1,7.030911206,2010,65536,33792,0,120612
0,6.635872044,2012,22016,320,0,103123
0,5.733918943,2012,13824,33088,6,78979
1,7.39328354,2005,28672,0,0,233296
1,4.999518143,2013,14336,0,0,55397
0,7.999554711,2011,290816,0,0,68024041
1,7.688882634,1992,4096,0,0,0
1,7.622636247,2005,10752,0,0,0
0,5.795646546,2012,126976,320,0,236044
0,5.537004758,2010,57344,0,0,148009
1,7.270291774,1992,330752,0,0,0
1,6.370954951,1992,42496,0,0,106040
1,6.073745744,2008,16384,0,0,0
0,6.350436008,1999,12800,0,0,75430
0,6.392637125,2012,22528,33088,6,191759
1,7.311239137,2005,62976,0,0,0
0,6.593179032,2000,390104,0,0,0
1,7.99628837,2002,2739712,0,0,0
1,7.650286452,2009,2655744,64,0,566964
0,6.358455191,2006,3549696,64,0,6594476
1,6.437278126,2011,2048,34112,0,0
0,5.641810206,2012,10240,1024,0,61810
0,4.507484174,2006,38912,64,0,94771
0,6.423138568,2006,5632,64,0,66780
1,7.74638193,2011,363008,0,0,455907
0,5.212150791,2011,1536,34112,0,0
0,6.583949943,2010,90112,0,0,512334
0,6.309857021,2010,4608,1024,0,30563
0,5.134728783,2012,6656,33088,6,36761
0,5.97847802,2006,335872,64,0,1802764
1,7.661264593,2012,307678,0,0,473942
1,6.659410916,2003,17920,0,0,74340
0,6.486186117,2010,123904,32768,0,797122
1,6.30258026,1992,12288,0,0,0
0,6.323803932,2010,19456,320,0,86594
0,7.975892405,2010,20657152,33088,0,20859696
0,6.369512897,2011,74240,0,0,292760
1,4.698960905,2011,110592,33792,0,141188
0,4.47851178,2008,24576,0,0,0
0,5.547570828,2006,69632,1088,0,108206
1,7.807504594,2011,458752,0,0,0
1,5.37033194,2012,130048,0,0,208201
0,6.394658158,2012,64512,320,0,192194
0,6.629851333,2010,45056,0,0,528855
1,5.64618137,2011,102912,33792,0,109269
1,7.019533192,2011,102400,0,0,0
1,7.482429705,2012,282624,0,0,0
0,3.353099026,2009,1024,1344,6,18107
1,7.011697533,2011,100864,34112,0,0
0,6.362311495,2010,98304,0,0,0
1,7.668034527,2010,84480,1088,0,141554
1,6.906668745,2009,201216,0,1,0
1,7.978713605,2010,779264,0,0,447070
0,6.714564319,2012,13824,320,6,188952
0,6.23540692,2012,2048,34112,0,15178
0,5.577861095,2012,8192,1280,0,152608
1,6.158289782,2011,40960,0,9,354710
1,7.919144978,2012,186368,33856,0,241582
0,6.300998677,2012,97792,33088,6,473103
1,6.484203851,2011,48128,33792,0,80794
1,7.449190622,2017,2560,0,0,66121
0,6.716023923,2008,126976,0,0,660137
1,6.645574856,1970,506368,0,0,0
0,5.709529392,2012,10752,33088,6,32607
0,5.721449546,2012,1536,34112,0,47871
1,7.636301909,2010,84992,1088,0,146330
1,7.440181634,2009,757760,64,0,0
0,5.903059748,2012,45056,33088,6,134863
1,7.871274014,2011,430080,0,1,81377
1,5.850398984,2010,24576,0,0,115108
1,7.285427802,2011,29696,0,0,148234
0,5.678902343,2009,792064,33088,6,919547
1,7.636372191,2010,84992,1088,0,95689
0,6.563376063,2012,2387968,320,21315,25374925
0,6.930152597,2012,221184,33088,6,286672
0,6.292151421,2012,128512,256,0,299388
0,5.711446462,2001,118784,0,1,0
0,6.133201103,2012,26624,33088,6,96996
1,6.402480749,2011,81408,33792,0,141295
1,6.934797778,2005,18432,0,0,0
0,7.50382999,2012,116224,33088,6,129877
0,6.107367585,2012,12800,33088,6,163418
0,5.080878628,2012,6656,33088,6,67660
1,7.235869774,2009,53760,0,0,0
1,7.655058513,1992,55296,0,0,0
1,7.777565935,2009,4096,0,0,0
0,6.216141896,2006,87040,0,5,327166
0,6.380886397,2007,1175552,0,0,1929422
0,7.991496253,2005,4096,33792,5,5965030
0,6.06368526,2012,8192,33088,6,34102
0,6.449907088,2012,180224,320,0,650502
0,6.329167103,2012,45568,33088,6,302167
0,6.129350503,2012,49152,0,0,164326
1,6.246607365,2012,144896,33088,0,207816
0,6.408566375,2002,299008,0,0,490702
1,7.730955706,2011,440832,32768,1,502212
1,7.591007328,2006,4096,0,7,0
0,6.293501208,2012,440832,33088,6,295276
1,7.151461086,2011,0,0,0,232774
0,5.922180488,2012,46080,33088,6,112765
1,7.91786847,2012,94720,34112,0,40931
0,7.999276722,1992,227328,0,0,13458139
1,7.82572624,2011,4096,32768,4,134
0,6.160023201,2004,81920,0,0,0
0,5.949215744,2012,2560,34112,0,30671
1,7.522853057,2005,104448,0,0,0
0,6.032885803,2004,36864,0,0,134571
0,6.03521092,2012,12800,33088,6,73129
1,7.322216729,1992,310784,0,0,0
0,6.060586942,2012,17408,33088,6,147301
0,6.35223412,2011,4608,320,0,65984
0,6.286703066,2002,40960,0,0,0
1,7.516967414,2011,20480,32768,0,115565
0,6.734037592,2009,4608,34112,0,150400
0,5.685671047,2009,8192,34112,0,554609
0,6.922246296,2006,16896,64,0,129762
0,5.579175302,2010,7680,1024,0,73173
1,5.40966612,2011,12288,32768,0,79557
0,6.045276442,2010,36864,0,0,119602
1,7.609504809,2010,88576,1088,0,120360
1,6.871178753,2009,20480,0,0,102826
1,5.69772774,2009,32768,0,0,0
0,6.103640557,2012,131072,256,0,314040
0,5.742146489,2010,3584,34112,0,84072
0,5.856134161,2012,53248,33088,6,143106
0,5.714790735,2012,9216,33088,6,25189
1,6.49097653,2011,48640,33792,0,64754
0,6.656836159,2008,259072,0,1,306651
0,6.615877132,2012,600576,33088,6,829350
1,7.828499533,2011,24576,0,0,171140
1,7.492429057,2005,81408,0,0,0
0,5.332194311,2006,20480,0,0,100106
0,5.289688873,2009,5632,1024,0,20650
1,5.833057804,2013,21504,0,0,29789
1,7.699566142,2007,1373184,0,0,0
0,6.086109245,2009,1264640,320,6,1728502
0,5.987245018,2011,9216,320,6,42672
0,3.287515476,2012,8192,1280,0,44518
0,6.476629471,2036,28672,0,0,0
1,7.285884257,2010,18432,34112,6,85823
1,7.541578055,2005,113152,0,0,0
0,6.370863342,2012,88064,256,0,333351
1,7.657516956,2010,84480,1088,0,132498
0,7.007311504,2013,112640,320,1,152786
1,6.687329225,2007,19968,0,0,0
0,6.131791197,2012,8192,33088,6,93194
0,5.491776624,2006,12288,0,12,91241
0,5.486260437,2010,24576,320,6,154403
1,6.594479443,2011,2560,32768,0,54147
0,6.128555744,2012,61440,64,0,167814
1,7.310095867,2005,12288,0,0,0
0,6.824579336,2009,79360,33088,6,196250
0,6.661942198,2012,55296,33088,6,305790
1,6.334361589,2008,647168,32768,0,423697
0,6.442852092,2006,286720,0,0,0
0,7.151040688,2012,78848,33088,6,132265
1,4.837041159,2010,11776,0,0,0
0,6.002279664,2011,21504,320,6,122846
0,3.196438422,2003,4608,1024,0,0
0,6.142134428,2010,2048,34112,0,78401
0,6.215884779,2012,171008,256,0,387827
1,7.677173644,2011,4096,0,0,0
0,6.307462956,2012,11776,33088,9,99556
1,7.378672456,2011,12288,0,8,0
0,6.188246602,2006,69120,64,0,296158
0,6.606939853,2012,5120,1024,0,40551
1,7.659399008,2010,84480,1088,0,110610
1,6.169832942,2009,14848,0,0,0
0,5.616801805,2010,7680,1024,0,75457
0,5.294054977,2012,14336,33088,6,47337
0,4.924023062,2012,10752,33088,6,73624
0,5.430120864,2012,7168,33088,6,19118
1,7.665236216,2010,84480,1088,0,111780
0,6.220870459,2012,9728,33088,6,44020
1,7.033427054,2010,65024,33792,0,78657
0,6.307144364,2010,330240,0,0,1377285
0,6.233752079,2012,20992,33088,6,171262
0,6.445417664,2012,476160,33088,0,5071466
1,6.44277696,2009,20992,0,0,0
1,7.627950422,2011,89088,33024,0,147622
1,6.429466158,1992,17408,0,0,0
1,7.814586182,2009,1720832,0,0,0
1,7.411030791,2011,106496,0,0,106986
0,6.3653503,2009,8192,320,6,104439
0,6.203179559,2011,684032,0,0,2531420
0,6.368705534,2012,64512,33088,0,241952
0,5.695910636,2006,8192,1024,0,163079
0,4.230173139,2012,656384,1344,6,704033
0,6.589273865,2012,56320,0,0,196553
0,6.366731774,1999,39936,0,0,121957
0,6.543184751,2006,275456,0,5,1443925
1,5.88542354,2011,49152,0,12,0
0,6.55799104,2010,84992,320,6,870920
1,7.654092409,2010,84480,1088,0,124681
1,7.703427502,2010,110592,0,0,0
1,7.816558887,2011,10240,0,0,239010
1,7.462344269,2007,5410304,0,0,0
1,7.600358425,2010,89088,1088,0,120168
1,7.647277844,2010,85504,1088,0,138022
0,6.558169641,2012,105984,320,0,286376
1,4.780790652,2012,35328,0,1,90602
1,7.585351895,2012,351098,0,0,428772
1,7.970205748,2010,905728,0,34,954113
0,6.188532069,2012,5826560,33088,6,6442915
1,5.735814352,2009,40960,0,0,0
0,6.446071486,2012,67072,33088,6,142244
0,6.88219784,2012,161792,33088,6,460968
1,7.888858976,2010,1267200,0,0,0
0,6.026446601,2012,55808,33088,6,137579
0,6.533643904,2012,24576,320,0,159229
1,7.713655462,2005,72704,0,0,0
0,6.220437094,2012,7680,33088,6,40667
0,5.757966487,2012,49152,0,0,171417
1,7.666873242,2010,122880,0,0,0
0,5.631432063,2006,24576,1024,8,70289
0,6.503191923,2012,65024,320,0,256148
1,7.687059798,2011,8704,0,0,387156
0,6.028573286,2003,12288,0,7,94591
0,5.203969146,2012,37376,1280,0,71743
0,5.852789886,2012,12288,33088,6,67567
0,6.234579138,2012,380928,1024,0,403997
0,5.461289492,2012,8704,33088,6,68277
1,7.71026005,2005,72704,0,0,0
0,5.667905044,2011,78336,33088,6,138468
1,7.189322746,2011,245760,32768,0,255088
0,5.56748578,2012,9216,1024,0,54759
1,5.609553177,2009,110592,0,0,0
0,6.522641137,2011,47616,320,0,222753
0,5.955822437,2010,8192,1344,0,2934361
1,7.759839348,2009,1432064,0,0,0
1,7.998203435,2011,4096,33024,0,0
0,6.105723941,2012,61440,0,0,263906
0,7.999716133,2006,28672,0,0,8543805
1,6.948241879,1992,6656,0,0,0
1,7.349175606,2004,0,0,0,0
1,7.840525293,1992,122368,0,0,163787
0,6.352030646,2008,3072,1344,0,20245
0,6.668565129,2012,100352,33088,6,184592
0,6.565115644,2008,35328,320,9,418784
0,5.981511742,2009,3584,320,6,50019
0,7.991547525,2006,28672,0,0,1649944
0,6.988739346,2012,94720,33088,6,156671
0,6.44914082,2011,73728,0,0,270394
0,7.067862132,2012,22528,64,0,59526
1,7.731794799,2011,348160,0,0,427267
1,7.054141537,2009,1423872,0,0,0
1,4.122180892,2012,33280,32768,0,87207
1,6.018905961,2010,358912,1344,0,0
1,6.974609819,2004,0,0,0,0
0,4.490673654,2012,19968,33088,6,31405
0,5.331063557,2009,8192,1344,0,159182
1,6.498499941,2011,47616,33792,0,93941
0,6.264118396,2012,98816,32768,0,435549
0,5.991211088,2011,2560,34112,0,18973
0,5.963908665,2003,110592,0,0,0
0,6.156128663,2011,36864,0,0,165192
1,6.07987424,2012,11264,0,0,41489
1,7.444101569,2012,140800,33024,0,0
0,4.034533942,2012,36864,1344,6,104111
0,6.719244398,2006,32256,64,0,452830
1,7.688097803,2012,222939,0,0,0
0,5.925510217,2009,4608,320,6,69503
0,6.301018616,2012,2048,0,0,44540
1,5.876694283,2011,7168,32768,0,69087
0,6.300773148,2009,57344,0,0,244029
1,6.348597167,2013,14848,0,0,0
1,7.840420122,2008,4096,0,6,66826
0,6.536247565,2006,9216,64,0,36923
1,7.391760288,2012,28672,0,0,0
1,5.518447196,2011,7168,0,0,0
0,6.485331233,2012,262144,0,0,628847
1,7.712772681,2008,1135616,0,0,0
1,7.429407,2005,75776,0,0,0
1,4.031327854,2011,43008,32768,0,106513
0,5.944411004,2012,2048,34112,0,59821
1,7.022090298,2012,247808,33024,0,0
1,7.938557358,1992,18944,0,0,119789
0,7.999512529,2005,6144,33792,5,6690065
1,7.901255863,2011,12288,0,6,0
1,7.845420871,1992,250880,0,0,65654
1,7.856971949,2004,0,0,0,0
0,5.582096102,2009,17920,320,6,252346
1,7.924269464,1992,4096,0,0,0
0,6.214112427,2010,1536,34112,0,37834
0,6.45832743,2003,3584,0,0,150609
1,6.984142912,2005,25088,0,0,0
0,7.77588157,1997,535040,0,4,164601
0,5.887010241,2012,15360,33088,6,96679
1,7.535486579,2005,77824,0,0,0
0,6.697284106,2012,675840,0,0,2858462
0,6.022826505,2012,16384,33088,6,185879
0,6.125650962,2012,50176,33088,6,285762
0,6.974353358,2012,109056,33088,6,308243
0,6.655729984,2012,5632,64,0,51652
0,2.846324624,2009,16384,0,0,32486
0,6.064272676,2012,12800,33088,6,102640
0,6.456275157,2009,12800,33088,6,167434
0,6.108916738,2012,5157376,33088,0,9436245
0,5.596921194,2012,8704,33088,6,64650
0,4.10333968,2012,53248,1344,6,106266
1,7.773529822,2012,245140,0,0,390875
1,6.124215971,2011,40960,0,0,0
1,7.662916427,2010,84480,1088,0,108964
1,7.27163489,2012,397312,0,0,0
0,6.449641541,2006,15360,64,0,96811
0,6.329577364,2001,61440,0,7,0
0,5.736902003,2008,28672,0,0,98239
0,7.959857253,2013,177152,33088,0,0
1,7.196733851,2011,2019328,0,0,0
1,7.625685744,2010,4096,0,53,0
0,6.809883418,2006,138752,64,0,1704862
1,6.04654096,2012,18432,0,0,0
0,6.659680216,2006,143360,0,0,974327
0,6.536336819,2010,43008,0,0,213212
0,5.960040245,2012,8704,33088,6,81484
1,6.728296725,2010,61952,0,0,0
0,5.943923056,2005,4096,1024,5,40016
1,5.430216813,2011,16384,0,1,228066
1,7.970863551,2010,913408,0,7,971486
0,6.401989933,2012,72192,320,0,271982
1,7.213426965,2012,183296,32768,0,277098
0,6.396399372,2012,57344,33088,6,88421
0,5.5231982,2012,8704,33088,6,40860
1,6.810424585,2005,31744,0,0,0
1,6.105590293,2011,7168,32768,0,73525
0,6.512117847,2012,36864,33088,8,258282
0,6.443030832,2012,288768,33088,6,509006
0,6.397076213,2012,11264,33088,6,143451
1,7.685799531,2011,7168,0,0,204149
1,7.420561683,2010,172032,0,0,0
0,5.938728395,2012,36864,33088,6,102688
0,6.254923741,2012,12288,33088,6,73781
1,7.443106587,2011,0,0,0,220356
0,7.999024559,2005,6144,33792,5,4319465
0,5.815822149,2012,62464,33216,6,109372
0,4.427719478,2012,69632,1344,6,94178
1,7.712645218,1970,40960,32768,0,466003
0,6.422375479,2012,57856,33088,6,74762
0,6.306264621,2012,300032,33088,6,180689
0,6.420332023,2012,597504,320,0,1200066
0,4.215697314,2012,8192,1280,0,97744
1,7.791508474,2005,139264,0,0,0
0,2.92817339,2011,839680,1024,0,858984
0,5.380900943,2012,17920,34144,0,171250
1,5.534846299,2013,3584,34112,0,0
0,7.998503667,2011,81166336,33088,0,81263061
0,4.9863878,2007,99840,1344,9,164470
0,6.712836726,2009,140288,320,6,1748556
0,3.564539745,2002,28672,0,7,0
1,7.442434022,2012,141312,33024,0,0
1,5.142380755,2011,98816,33792,0,151143
1,7.916966469,2011,9216,0,0,352113
1,7.68230955,2011,133120,0,0,0
0,4.90215162,2012,6144,33088,6,65354
1,7.694395767,2007,1147904,0,0,0
1,7.996400944,2002,2720768,0,0,0
1,7.882000943,2005,4096,0,8,0
1,7.642783389,2010,84480,1088,0,102150
0,6.192480222,2012,11264,33088,6,57387
0,4.104763984,2012,1536,34112,0,0
0,6.231358795,2012,95744,320,0,296852
0,6.475575062,2012,3072,32768,8,73066
0,6.366706331,2009,20480,320,6,145755
1,7.508426128,2005,82432,0,0,0
1,7.663420533,2010,88576,1088,0,116322
1,7.032204502,2010,65536,33792,0,105860
0,6.147720713,2012,9728,33088,6,83923
1,6.526218815,2010,53248,0,0,0
1,7.354448104,2011,223744,0,0,0
0,6.059894828,2012,36864,0,0,135159
1,7.943903109,2012,430080,0,0,0
1,6.751757384,2012,12288,0,1,337015
0,6.792287011,2011,4587520,0,0,9275061
0,4.873978786,2010,8192,1344,0,137454
0,6.312831622,2012,468992,33216,6,1079295
0,4.569556153,2008,24576,0,0,0
0,6.304069845,2012,10240,33088,6,101023
1,7.634540572,2002,84992,0,0,0
0,6.858617193,2012,330240,33088,6,555467
1,7.293797168,2005,59904,0,0,0
0,3.843551141,2012,40960,34112,0,64686
1,6.508740067,2011,94208,0,1,272070
1,7.366541315,2008,2560,0,0,66121
1,7.15641376,2011,49152,33024,0,0
1,5.670889284,2010,36864,0,0,0
1,7.725511039,2005,70144,0,0,0
0,1.525495728,2010,16384,0,0,0
1,7.377720337,1992,77824,0,0,0
1,7.987215825,2011,4096,0,10,0
1,7.95549147,2004,122368,0,0,0
0,5.846859198,2006,118784,0,0,434062
1,7.618623213,2010,85504,1088,0,124446
0,5.548625493,2012,33280,33216,6,98496
0,6.64949207,2012,77312,33088,6,150537
0,5.149896514,2005,110592,0,0,0
0,6.430093371,2012,273408,0,0,1797770
1,5.414008511,2012,19968,0,0,226125
0,6.421380112,2010,33792,0,0,155694
0,5.964771902,2012,12800,33088,6,32742
0,5.88145016,2011,11776,0,4,82034
1,7.813226823,2010,86016,0,0,0
0,6.495282369,2006,167936,0,7,1104774
0,4.575091714,2011,87552,1344,6,113668
0,6.15534624,2012,13824,33088,6,43963
1,7.706996531,2005,67584,0,0,0
1,7.664168189,2010,84480,1088,0,142016
0,6.852773688,2012,116224,33088,0,212957
1,7.818902729,2012,0,32768,1,0
1,7.971591994,2011,4096,0,9,0
1,7.201549708,2012,46592,34112,0,123854474
1,6.608569906,2008,100352,1024,0,0
0,6.120272721,2012,40960,0,0,175274
1,7.663792663,2010,84480,1088,0,131349
0,6.310597403,2012,168960,33088,6,229995
0,7.976224453,2004,8192,33792,6,2622740
1,6.513944921,2011,47104,33792,0,87243
0,3.749767248,2012,8192,1280,0,60040
0,6.587576221,2006,8192,64,0,116541
0,6.304769276,2005,1101824,0,0,1797482
0,6.883467968,2012,17408,33088,21315,550698
1,4.03106322,2011,43008,32768,0,112694
1,7.621280524,2010,89600,1088,0,112403
1,7.590401927,2005,98304,0,0,0
0,5.648137548,2009,28672,320,0,124719
1,7.833652456,2011,48640,0,0,225853
0,5.86733371,2012,35328,33088,6,85523
0,6.234328259,2000,294912,0,0,1147286
0,3.755216479,2009,5120,1344,6,10946
0,5.970644662,2009,24576,0,0,186476
0,6.309268106,2012,17920,33088,6,80930
0,6.41212942,2009,311296,0,0,788242
0,6.361763296,2010,24064,320,0,103675
1,6.214149801,2011,134656,0,0,0
1,7.667390728,2010,155648,0,0,0
1,7.44146965,2011,66048,32768,0,141230
1,7.684095979,2011,282624,0,0,0
1,6.997809837,2008,565248,0,0,0
1,7.885788489,1970,45056,0,1,216631
0,5.723789109,2012,1536,34112,0,63453
0,6.895963824,2006,12800,64,0,91755
0,5.18114653,2012,30208,33088,6,269943
0,6.484233482,2012,28672,64,0,129005
1,5.994220253,2009,16384,0,0,0
0,6.414789978,2003,307200,0,0,550270
0,5.959021172,2004,36864,0,0,0
0,7.990805886,1997,3547648,0,5,3614800
1,5.635224195,2010,36864,0,0,0
1,7.657964697,2012,4096,0,6,0
1,7.66785293,2010,160256,0,0,0
0,7.999826226,2011,445952,34112,6,26848204
1,7.622807392,2012,204800,0,0,0
0,6.554447295,2011,143360,33088,6,1001545
1,7.133573769,2001,1945600,0,0,369337
0,3.804130995,2010,3260416,33088,0,4119142
0,6.090171173,2006,90112,0,12,793532
0,6.340659942,2009,102912,320,6,391996
0,6.540049201,2005,8192,0,0,0
1,7.651905273,2010,88576,1088,0,116960
0,6.619971755,2007,278528,0,0,1726149
1,7.713684044,2012,430080,33024,0,0
0,5.304915797,2010,8192,1344,0,249192
1,7.801990205,2005,4096,0,9,1045
0,5.912466257,2009,9216,320,6,37301
0,6.524004108,2011,393216,0,0,7605204
0,5.883427137,2012,7680,33088,6,59154
1,5.541329965,2011,12288,0,1,292343
0,4.778736669,2012,5120,33088,6,11001
1,6.937504755,2010,62976,1024,0,0
1,6.892735155,2011,155648,0,0,288309
0,7.999759418,2014,32768,33088,0,15137929
1,6.893861429,2010,11264,0,0,204104
1,7.643140953,2010,84992,1088,0,97558
0,7.907793938,2010,57344,0,0,0
1,6.911487395,2009,59392,0,0,0
1,7.057624382,2100,2048,0,0,0
0,5.486455729,2009,30208,1024,0,73784
0,6.375153625,2012,8192,33216,6,86872
0,5.603081255,2011,20480,320,6,155421
0,6.347868134,2012,267264,320,0,908517
1,7.653452517,2010,84480,1088,0,154946
1,7.891904355,2004,0,0,0,0
1,7.875944284,2010,24576,0,0,0
0,6.469242663,2011,27648,320,6,307446
0,6.438300541,2055,102400,0,0,0
1,7.640712832,2010,84992,1088,0,143539
1,7.886011898,2010,0,32768,0,0
1,4.582414954,2011,77824,0,0,0
0,6.712625379,2010,31744,0,0,204526
0,5.709981183,2012,16896,33216,6,125648
0,5.768024134,2010,476160,32768,0,1288433
1,6.936459365,2005,18432,0,0,0
0,6.344644579,2012,66560,33088,6,667994
0,5.795354607,2008,6656,1344,0,41155
1,7.995855261,2011,4096,0,5,0
1,6.629974744,2010,87552,33792,0,143776
1,6.332725551,1992,7168,0,0,0
0,6.366130941,2006,3584,64,0,43653
0,6.542655141,2003,114688,0,0,389609
0,6.20344218,2011,12288,320,6,70947
0,5.152408742,2010,409600,0,0,875629
0,6.241610514,2006,245760,0,0,0
1,6.103281396,2011,24576,0,4,236761
1,6.176414805,1992,66048,0,0,0
1,7.737882566,2005,4096,0,6,62156
0,4.48968956,2012,8192,1280,0,80142
0,5.72643266,2012,3584,34144,0,288842
0,6.249803084,2006,40448,64,0,320940
0,6.590164168,2006,9728,64,0,64132
1,7.314719012,2009,1867776,0,0,0
1,4.787776893,2010,58880,0,0,0
1,7.8422089,2006,4096,0,8,0
0,6.538754331,2010,58880,0,0,194502
0,7.974068929,1992,17920,32768,6,850440
0,6.722896157,2006,290816,0,0,2613312
1,7.374459735,2011,446464,32768,1,477494
1,6.632707333,2011,3072,32768,0,96018
0,6.698458478,2008,25600,0,1,59149
0,6.129677506,2054,49152,0,0,0
0,5.796228764,2012,118784,33088,6,192692
0,5.678267621,2009,8192,1344,0,246669
0,3.849909392,2000,49664,0,0,102569
1,7.529428427,2012,10752,0,0,318265
0,6.722622787,2012,333824,33088,6,554022
1,5.646436093,2011,102912,33792,0,135908
1,7.140149253,2009,56832,0,0,0
1,5.835978758,2011,7168,32768,0,51516
0,6.576344671,2012,39424,33088,6,540206
0,5.07345426,2002,8192,0,0,8011997
0,6.077875551,2010,5632,320,6,54448
0,6.406590594,2012,127488,33088,6,452681
0,6.356793784,2012,69632,33088,0,236124
1,6.201615244,2009,36864,0,0,0
0,7.75096928,2012,58880,33088,21315,930556
1,7.540235797,2011,90112,32768,0,81680
0,6.621735395,2007,249856,0,0,683909
1,6.525917822,2012,261632,0,0,869304
0,6.383962218,2010,318976,32768,0,1312922
1,7.795356607,2011,39936,0,0,215043
1,6.203512232,2012,35328,0,0,0
1,5.513425291,2011,11776,0,0,0
1,7.869956822,2012,374784,0,0,0
0,3.776908763,2009,3584,1344,6,17737
0,4.254434189,2001,12288,0,0,0
0,6.402586488,2007,157696,320,9,1220185
1,6.707195156,2009,167936,0,0,0
0,5.82715799,2008,102400,0,0,0
1,6.408041733,1992,14848,0,0,0
0,6.303631778,2012,190976,256,0,491107
1,7.72691503,2009,2998272,0,0,0
1,7.483557501,2012,26624,0,0,319579
0,5.849433839,2012,43520,33088,6,216887
1,5.207720046,2013,4096,34048,0,19470
1,7.247503226,2011,4608,0,0,91465
0,6.890806922,2009,29184,320,6,165204
0,3.647329619,2011,27648,1344,6,42145
0,5.888187374,2012,7680,33088,6,67050
0,5.50505271,2007,8192,1024,0,710387
1,7.19981349,1992,315904,0,0,0
0,6.478307903,2006,65536,0,0,0
0,6.169592029,2009,8192,33088,6,120063
0,7.484671306,2012,257536,33088,21315,3856289
1,7.837277783,2012,316290,0,0,0
1,6.258448444,2011,6656,32768,0,52425
0,6.331514006,2011,87552,320,0,307036
1,6.974512854,2005,22016,0,0,0
1,7.830684455,2004,4096,0,5,0
1,6.515584519,2011,2560,32768,0,84325
1,4.491152712,2013,12587008,34048,0,0
1,6.665324335,2008,18432,0,0,0
0,3.83502178,2010,3251200,33088,0,4162632
0,7.226090583,2012,2048,34112,0,1458808
0,6.521828348,2012,45568,33088,21315,305842
0,4.332190697,2012,2560,34144,0,26992
0,6.383830985,2012,253440,320,0,1088815
0,6.05824018,2011,378368,33088,0,642478
0,6.561631365,2012,43008,33088,6,504716
0,6.362044527,2009,710144,32768,5,2304485
1,6.967204335,2005,25600,0,0,0
0,6.500477747,2009,155648,0,7,0
0,5.635289524,2009,40960,0,0,97870
0,6.380507522,2012,55296,320,0,190241
1,6.550017521,2011,12288,0,845,109788
0,5.534847823,2010,8192,1024,0,65452
1,6.561529899,2011,8192,34112,0,0
1,7.904613305,1992,8192,0,0,0
0,6.12292206,2012,9216,33088,6,89641
0,7.997033989,1992,14848,32768,0,0
0,5.990905292,2012,10752,33088,6,108049
0,7.995834709,2009,119808,32768,6,22190940
0,6.614949302,2007,28672,0,0,205987
1,5.515044939,2010,88064,0,0,0
1,7.751932636,1992,4096,0,0,0
0,6.403249038,2012,124928,320,0,409232
0,7.979938883,2010,19696128,33088,0,19829957
1,7.052211232,2011,160768,0,0,50
0,6.814698959,2005,4096,0,1,0
0,6.469954475,2007,20480,33088,9,107875
0,6.44325555,2008,2560,1344,0,64834
0,3.826179831,2012,8192,1280,0,62905
1,7.288485405,2011,155648,0,0,0
0,6.489392077,2012,75776,0,0,347244
0,5.605884347,2010,7680,1024,0,81123
0,6.154478571,2011,17408,320,6,101739
0,6.22102516,2012,58368,256,0,118533
1,7.755254331,2011,4096,32768,4,134
1,4.965027978,2011,71680,0,0,97313
0,7.315589364,2012,88576,33088,6,97965
1,7.601114966,2010,89088,1088,0,144258
0,6.461892841,2011,22528,0,0,100614
0,6.324133922,2012,17408,33088,6,165741
1,6.424268538,2012,9216,0,1,76612
0,6.021782711,2012,36864,320,6,241136
0,3.954612478,2012,8192,34112,0,69395
1,7.516075409,2007,36864,33088,4,0
0,5.261950596,2012,8192,34112,0,0
1,7.840513095,2005,4096,0,5,0
0,5.545531401,2012,36352,33088,6,69089
